Preliminary Risk Category,Neighborhood,Address,City,State,Zip Code,Year Built,No. Stories,Retrofit Level,Building Use,Estimated Number of Occupants,Confirmation Source,Long/Lat
Medium Risk,Alki/Admiral,1321 Harbor Ave SW,Seattle,WA,98116,1915,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.38253 47.59144)
Medium Risk,Alki/Admiral,2124 California Ave SW,Seattle,WA,98116,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.38642 47.58452)
Medium Risk,Alki/Admiral,2306 42nd Ave SW,Seattle,WA,98116,1909,2,Visible retrofit,Government,11-100,Photos (Rosettes) from Previous Surveys,POINT (-122.38475 47.58247)
Medium Risk,Alki/Admiral,4029 Beach Dr SW,Seattle,WA,98116,1928,1,No visible retrofit,Commercial/Residential,1-10,Field Visit,POINT (-122.40954 47.56781)
Medium Risk,Ballard,1100 NW Leary Way,Seattle,WA,98107,1932,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.37111 47.66366)
Medium Risk,Ballard,5101 Ballard Ave NW,Seattle,WA,98107,1905,2,Substantial Alteration,Commercial/Office,11-100,Google Street View,POINT (-122.38101 47.66454)
Medium Risk,Ballard,5109 Ballard Ave NW,Seattle,WA,98107,1900,2,Permitted Retrofit,Commercial,11-100,Field Visit,POINT (-122.3812 47.6647)
Medium Risk,Ballard,5135 Ballard Ave NW,Seattle,WA,98107,1900,2,Substantial Alteration,Commercial/Office,11-100,Field Visit,POINT (-122.38185 47.66525)
Medium Risk,Ballard,5140 Ballard Ave NW,Seattle,WA,98107,1902,2,Visible retrofit,Public Assembly,11-100,Google Street View-Rosettes,POINT (-122.38202 47.66539)
Medium Risk,Ballard,5144 Ballard Ave NW,Seattle,WA,98107,1911,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.38209 47.66545)
Critical Risk,Ballard,5201 Ballard Ave NW,Seattle,WA,98107,1915,2,Substantial Alteration,Schools,101+,Field Visit,POINT (-122.38221 47.66555)
Medium Risk,Ballard,5205 Ballard Ave NW,Seattle,WA,98107,1915,1,Visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.38234 47.66566)
High Risk,Ballard,5215 Ballard Ave NW,Seattle,WA,98107,1902,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.38256 47.66585)
Medium Risk,Ballard,5229 Ballard Ave NW,Seattle,WA,98107,1900,2,Substantial Alteration,Public Assembly,11-100,Field Visit,POINT (-122.38288 47.66612)
Medium Risk,Ballard,5233 Ballard Ave NW,Seattle,WA,98107,1900,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38304 47.66626)
Medium Risk,Ballard,5300 Ballard Ave NW,Seattle,WA,98107,1902,2,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.3833 47.66648)
High Risk,Ballard,5307 Ballard Ave NW,Seattle,WA,98107,1927,1,Substantial Alteration,Public Assembly,101+,Permit Drawing Review,POINT (-122.38341 47.66657)
Medium Risk,Ballard,5323 Ballard Ave NW,Seattle,WA,98107,1901,3,Substantial Alteration,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.38388 47.66697)
Medium Risk,Ballard,5335 Ballard Ave NW,Seattle,WA,98107,1909,2,Permitted Retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.3842 47.66724)
Medium Risk,Ballard,5354 Ballard Ave NW,Seattle,WA,98107,1903,1,Visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38457 47.66756)
Medium Risk,Ballard,5405 Leary Ave NW,Seattle,WA,98107,1904,2,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.38296 47.66698)
Medium Risk,Ballard,5419 Ballard Ave NW,Seattle,WA,98107,1913,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.38544 47.66774)
Medium Risk,Ballard,5424 Ballard Ave NW,Seattle,WA,98107,1906,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.3853 47.66833)
Medium Risk,Ballard,5449 Ballard Ave NW,Seattle,WA,98107,1920,2,Substantial Alteration,Public Assembly,11-100,Field Visit,POINT (-122.3866 47.66825)
Critical Risk,Ballard,5800 15th Ave NW,Seattle,WA,98107,1922,3,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.37555 47.67141)
Medium Risk,Ballard,1903 NW Market St,Seattle,WA,98107,1909,3,No visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.38185 47.66867)
Medium Risk,Ballard,2215 NW Market St,Seattle,WA,98107,1903,2,No visible retrofit,Commercial/Office,11-100,Google Street View,POINT (-122.38572 47.66867)
Medium Risk,Ballard,5006 20th Ave NW,Seattle,WA,98107,1900,2,No visible retrofit,Commercial/Residential,11-100,Permit Drawing Review,POINT (-122.3822 47.66571)
Medium Risk,Ballard,5100 Ballard Ave NW,Seattle,WA,98107,1905,2,No visible retrofit,Commercial/Residential,101+,Field Visit,POINT (-122.38104 47.66456)
Medium Risk,Ballard,5130 Ballard Ave NW,Seattle,WA,98107,1900,1,Visible retrofit,Commercial,101+,Field Visit,POINT (-122.38186 47.66526)
Medium Risk,Ballard,5200 Ballard Ave NW,Seattle,WA,98107,1900,2,Visible retrofit,Public Assembly,11-100,Field Visit,POINT (-122.38251 47.6658)
Medium Risk,Ballard,5218 20th Ave NW,Seattle,WA,98107,1902,3,Visible retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.38217 47.66739)
Medium Risk,Ballard,5310 Ballard Ave NW,Seattle,WA,98107,1900,2,Substantial Alteration,Public Assembly,11-100,Field Visit,POINT (-122.38353 47.66668)
Medium Risk,Ballard,5313 Ballard Ave NW,Seattle,WA,98107,1900,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.3837 47.66682)
Medium Risk,Ballard,5337 Ballard Ave NW,Seattle,WA,98107,1900,1,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.3842 47.66724)
Medium Risk,Ballard,5344 Ballard Ave NW,Seattle,WA,98107,1900,1,No visible retrofit,Commercial,11-100,White Card Permit Records,POINT (-122.38443 47.66744)
Medium Risk,Ballard,5345 Ballard Ave NW,Seattle,WA,98107,1901,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.3844 47.66741)
Medium Risk,Ballard,5348 Ballard Ave NW,Seattle,WA,98107,1900,2,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.38455 47.66754)
Medium Risk,Ballard,5403 Ballard Ave NW,Seattle,WA,98107,1901,2,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.38484 47.66768)
Medium Risk,Ballard,5425 Russell Ave NW,Seattle,WA,98107,1910,3,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.38321 47.66841)
Medium Risk,Ballard,5429 Ballard Ave NW,Seattle,WA,98107,1923,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38604 47.66788)
Medium Risk,Ballard,5129 Ballard Ave NW,Seattle,WA,98107,1900,2,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.38163 47.66506)
Medium Risk,Ballard,5232 Ballard Ave NW,Seattle,WA,98107,1903,3,Permitted Retrofit,Commercial,101+,Permit Drawing Review,POINT (-122.38305 47.66627)
Medium Risk,Ballard,5333 Ballard Ave NW,Seattle,WA,98107,1904,1,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.38407 47.66713)
Medium Risk,Ballard,5443 Ballard Ave NW,Seattle,WA,98107,1906,2,Visible retrofit,Other Mixed Uses,11-100,Field Visit,POINT (-122.38648 47.66817)
Medium Risk,Ballard,2056 NW Market St,Seattle,WA,98107,1925,3,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.38438 47.66867)
Medium Risk,Ballard,2318 NW Market St,Seattle,WA,98107,1911,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.38714 47.66868)
Medium Risk,Ballard,2244 NW Market St,Seattle,WA,98107,1913,2,No visible retrofit,Commercial/Office,101+,Field Visit,POINT (-122.38705 47.66868)
Medium Risk,Ballard,2236 NW Market St,Seattle,WA,98107,1927,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.3864 47.66867)
Medium Risk,Ballard,2220 NW Market St,Seattle,WA,98107,1927,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.38565 47.66916)
Medium Risk,Ballard,2016 NW Market St,Seattle,WA,98107,1906,2,No visible retrofit,Commercial/Office,11-100,Field Visit,POINT (-122.38289 47.66867)
Medium Risk,Ballard,2026 NW Market St,Seattle,WA,98107,1904,2,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.38339 47.66867)
Medium Risk,Ballard,2032 NW Market St,Seattle,WA,98107,1928,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.38373 47.66919)
High Risk,Ballard,2000 NW Market St,Seattle,WA,98107,1924,2,No visible retrofit,Public Assembly,101+,Field Visit,POINT (-122.3823 47.66867)
Medium Risk,Ballard,5463 Leary Ave NW,Seattle,WA,98107,1950,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38407 47.6683)
Medium Risk,Ballard,5000 20th Ave NW,Seattle,WA,98107,1900,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.38202 47.66585)
Medium Risk,Ballard,2228 NW Market St,Seattle,WA,98107,1928,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38637 47.66917)
Medium Risk,Ballard,5221 Ballard Ave NW,Seattle,WA,98107,1902,2,Permitted Retrofit,Commercial,101+,Permit Drawing Review,POINT (-122.38272 47.66598)
Medium Risk,Ballard,5239 Ballard Ave NW,Seattle,WA,98107,1900,1,Substantial Alteration,Commercial,11-100,Permit Drawing Review,POINT (-122.3831 47.66631)
Medium Risk,Ballard,5227 Leary Ave NW,Seattle,WA,98107,1911,5,No visible retrofit,Other Mixed Uses,11-100,Field Visit,POINT (-122.38174 47.66632)
Medium Risk,Ballard,1836 NW Market St,Seattle,WA,98107,1926,1,Substantial Alteration,Commercial,11-100,Field Visit,POINT (-122.38191 47.66867)
Medium Risk,Ballard,5814 22nd Ave NW,Seattle,WA,98107,1928,4,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.38474 47.67151)
Medium Risk,Ballard,5425 Ballard Ave NW,Seattle,WA,98107,1926,2,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.38549 47.66809)
Medium Risk,Ballard,2301 NW Market St,Seattle,WA,98107,1928,1,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.38644 47.66867)
Medium Risk,Ballard,5242 Shilshole Ave NW,Seattle,WA,98107,1926,1,No visible retrofit,Industrial,11-100,Field Visit,POINT (-122.3836 47.66554)
Medium Risk,Ballard,4722 Ballard Ave NW,Seattle,WA,98107,1902,2,Visible retrofit,Commercial,11-100,Field Visit,POINT (-122.37974 47.66345)
High Risk,Ballard,4743 Ballard Ave NW,Seattle,WA,98107,1900,2,Substantial Alteration,Public Assembly,101+,Field Visit,POINT (-122.38026 47.66368)
Medium Risk,Ballard,4711 Ballard Ave NW,Seattle,WA,98107,1900,2,No visible retrofit,Commercial,11-100,Field Visit,POINT (-122.37924 47.66304)
Medium Risk,Ballard,2021 NW 58th St,Seattle,WA,98107,1900,3,Permitted Retrofit,Residential,11-100,Google Street View,POINT (-122.38297 47.67092)
Medium Risk,Ballard,1766 NW Market St,Seattle,WA,98107,1906,2,No visible retrofit,Commercial/Office,11-100,Sandborn Insurance Maps,POINT (-122.38154 47.66867)
Medium Risk,Ballard,923 NW 54th St,Seattle,WA,98107,0,1,No visible retrofit,Government,1-10,Permit Drawing Review,POINT (-122.36969 47.66715)
Critical Risk,Beacon Hill,5117 13th Ave S,Seattle,WA,98108,1919,3,Permitted Retrofit,Schools,101+,Google Street View,POINT (-122.31613 47.55585)
Medium Risk,Beacon Hill,5710 Airport Way S,Seattle,WA,98108,1914,2,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.31886 47.55121)
Medium Risk,Beacon Hill,5919 Airport Way S,Seattle,WA,98108,1900,2,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31736 47.54971)
Medium Risk,Beacon Hill,6010 Airport Way S,Seattle,WA,98108,1910,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.31641 47.54919)
High Risk,Beacon Hill,5840 Airport Way S,Seattle,WA,98108,1903,4,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.31778 47.5507)
Medium Risk,Beacon Hill,5900 Airport Way S,Seattle,WA,98108,1901,3,Substantial Alteration,Commercial/Office,11-100,Google Street View,POINT (-122.31693 47.54927)
Medium Risk,Belltown,81 Vine St,Seattle,WA,98121,1914,6,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.35048 47.61469)
Medium Risk,Belltown,11 Vine St,Seattle,WA,98121,1911,3,Substantial Alteration,Commercial/Office,101+,Photos from Previous Surveys,POINT (-122.35165 47.61374)
Medium Risk,Belltown,112 Stewart St,Seattle,WA,98101,1909,8,Substantial Alteration,Commercial/Residential,101+,Photos from Previous Surveys,POINT (-122.34061 47.61086)
Medium Risk,Belltown,115 Blanchard St,Seattle,WA,98121,1910,4,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34447 47.6127)
Medium Risk,Belltown,1901 3rd Ave,Seattle,WA,98101,1916,2,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.33979 47.61169)
Medium Risk,Belltown,1902 Post Al,Seattle,WA,98101,1925,2,Visible retrofit,Commercial,101+,Google Street View,POINT (-122.34192 47.61007)
Medium Risk,Belltown,1907 1st Ave,Seattle,WA,98101,1914,6,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34166 47.61048)
Medium Risk,Belltown,1914 Post Al,Seattle,WA,98101,1910,5,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34214 47.6102)
Medium Risk,Belltown,1918 1st Ave,Seattle,WA,98101,1909,6,No visible retrofit,Commercial/Residential,101+,Photos from Previous Surveys,POINT (-122.34185 47.61062)
Medium Risk,Belltown,1920 Post Al,Seattle,WA,98101,1910,5,Substantial Alteration,Commercial/Office,101+,Field Visit,POINT (-122.34236 47.61033)
Medium Risk,Belltown,1924 Post Al,Seattle,WA,98101,1906,5,Visible retrofit,Commercial/Residential,11-100,Photos from Previous Surveys,POINT (-122.34253 47.61043)
Medium Risk,Belltown,1930 Post Al,Seattle,WA,98101,1901,5,Visible retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.34273 47.61055)
Medium Risk,Belltown,2001 3rd Ave,Seattle,WA,98101,1919,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34112 47.61254)
Medium Risk,Belltown,2006 2nd Ave,Seattle,WA,98121,1917,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34216 47.61193)
Medium Risk,Belltown,2012 2nd Ave,Seattle,WA,98121,1924,1,Visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34235 47.61204)
Medium Risk,Belltown,2018 1st Ave,Seattle,WA,98121,1908,3,Permitted Retrofit,Commercial/Office,11-100,Photos from Previous Surveys,POINT (-122.34321 47.61142)
Medium Risk,Belltown,2030 1st Ave,Seattle,WA,98121,1918,3,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34365 47.61168)
Medium Risk,Belltown,2100 1st Ave,Seattle,WA,98121,1920,1,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.3438 47.61233)
Medium Risk,Belltown,2101 1st Ave,Seattle,WA,98121,1901,5,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34407 47.61192)
Medium Risk,Belltown,2101 3rd Ave,Seattle,WA,98121,1926,1,Permitted Retrofit,Commercial,1-10,Photos from Previous Surveys,POINT (-122.34243 47.6133)
Medium Risk,Belltown,2106 2nd Ave,Seattle,WA,98121,1919,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34354 47.61275)
Medium Risk,Belltown,2110 Western Ave,Seattle,WA,98121,1923,2,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34469 47.61172)
Medium Risk,Belltown,2111 3rd Ave,Seattle,WA,98121,1923,2,Permitted Retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34256 47.61338)
Medium Risk,Belltown,2112 1st Ave,Seattle,WA,98121,1904,2,Visible retrofit,Commercial,101+,Google Street View,POINT (-122.34406 47.61248)
Medium Risk,Belltown,2114 Western Ave,Seattle,WA,98121,1902,2,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.3453 47.61151)
Medium Risk,Belltown,2121 1st Ave,Seattle,WA,98121,1926,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.34469 47.61229)
Medium Risk,Belltown,2132 2nd Ave,Seattle,WA,98121,1918,6,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.34419 47.61314)
Medium Risk,Belltown,2136 1st Ave,Seattle,WA,98121,1925,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.34507 47.61252)
Medium Risk,Belltown,2200 Western Ave,Seattle,WA,98121,1909,5,Substantial Alteration,Commercial,101+,Google Street View,POINT (-122.34635 47.61211)
Medium Risk,Belltown,2201 1st Ave,Seattle,WA,98121,1900,4,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34534 47.61268)
Medium Risk,Belltown,2204 1st Ave,Seattle,WA,98121,1910,4,Permitted Retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34527 47.613)
Medium Risk,Belltown,2205 2nd Ave,Seattle,WA,98121,1923,6,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34452 47.61334)
Medium Risk,Belltown,2212 1st Ave,Seattle,WA,98121,1909,3,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34536 47.61307)
Medium Risk,Belltown,2218 1st Ave,Seattle,WA,98121,1920,1,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.34594 47.61304)
High Risk,Belltown,2220 Western Ave,Seattle,WA,98121,1913,2,Permitted Retrofit,Public Assembly,101+,Google Street View,POINT (-122.3466 47.61227)
High Risk,Belltown,2222 2nd Ave,Seattle,WA,98121,1923,2,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.34504 47.61366)
Medium Risk,Belltown,2234 2nd Ave,Seattle,WA,98121,1924,1,No visible retrofit,Commercial,101+,Field Visit,POINT (-122.34554 47.61396)
Medium Risk,Belltown,2231 2nd Ave,Seattle,WA,98121,1900,2,No visible retrofit,Commercial/Office,11-100,Photos from Previous Surveys,POINT (-122.34546 47.61391)
Medium Risk,Belltown,2300 1st Ave,Seattle,WA,98121,1900,3,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34668 47.61348)
Medium Risk,Belltown,2301 1st Ave,Seattle,WA,98121,1902,5,Permitted Retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34668 47.61347)
Medium Risk,Belltown,2303 Western Ave,Seattle,WA,98121,1908,3,Permitted Retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.34762 47.61286)
Medium Risk,Belltown,2327 2nd Ave,Seattle,WA,98121,1924,3,No visible retrofit,Residential,101+,Google Street View,POINT (-122.34663 47.6146)
Medium Risk,Belltown,2401 1st Ave,Seattle,WA,98121,1900,4,Permitted Retrofit,Commercial,101+,Google Street View,POINT (-122.34802 47.61425)
Medium Risk,Belltown,2407 1st Ave,Seattle,WA,98121,0,2,No visible retrofit,Commercial,11-100,Photos from Previous Surveys,POINT (-122.3482 47.61436)
Medium Risk,Belltown,2408 2nd Ave,Seattle,WA,98121,1923,3,Visible retrofit,Residential,101+,Google Street View,POINT (-122.34712 47.6149)
Medium Risk,Belltown,2420 2nd Ave,Seattle,WA,98121,1928,1,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34726 47.61558)
Critical Risk,Belltown,2501 Elliott Ave,Seattle,WA,98121,1910,4,Substantial Alteration,Schools,101+,Permit Drawing Review,POINT (-122.35068 47.6135)
Medium Risk,Belltown,2604 1st Ave,Seattle,WA,98121,1903,3,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34991 47.61537)
Medium Risk,Belltown,2819 Elliott Ave,Seattle,WA,98121,1902,2,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.35375 47.6153)
Medium Risk,Belltown,3025 1st Ave,Seattle,WA,98121,1925,1,No visible retrofit,Commercial,101+,Google Street View,POINT (-122.35488 47.61829)
Medium Risk,Belltown,1921 3rd Ave,Seattle,WA,98101,1910,6,Permitted Retrofit,Other Mixed Uses,101+,Google Street View,POINT (-122.34035 47.61205)
Medium Risk,Belltown,1929 3rd Ave,Seattle,WA,98101,1914,3,Substantial Alteration,Commercial/Office,101+,Google Street View,POINT (-122.34053 47.61217)
Medium Risk,Belltown,2133 3rd Ave,Seattle,WA,98121,1928,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34329 47.61381)
Medium Risk,Belltown,2209 1st Ave,Seattle,WA,98121,1910,4,Visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34565 47.61287)
Medium Risk,Belltown,2224 2nd Ave,Seattle,WA,98121,1911,3,No visible retrofit,Commercial/Residential,101+,Google Street View,POINT (-122.34526 47.61379)
Medium Risk,Belltown,2320 1st Ave,Seattle,WA,98121,1888,4,No visible retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.34683 47.61393)
Medium Risk,Belltown,2423 1st Ave,Seattle,WA,98121,1909,3,No visible retrofit,Commercial/Residential,11-100,Google Street View,POINT (-122.34854 47.61457)
Medium Risk,Belltown,1617 Post Al,Seattle,WA,98101,1908,3,Permitted Retrofit,Commercial/Residential,101+,Permit Drawing Review,POINT (-122.34162 47.60975)
Medium Risk,Belltown,2119 2nd Ave,Seattle,WA,98121,1909,4,Visible retrofit,Other Mixed Uses,11-100,Google Street View,POINT (-122.34379 47.6129)
Medium Risk,Belltown,87 Wall St,Seattle,WA,98121,1912,2,No visible retrofit,Office,11-100,Google Street View,POINT (-122.34931 47.6143)
High Risk,Belltown,2800 1st Ave,Seattle,WA,98121,1942,3,No visible retrofit,Public Assembly,101+,Google Street View,POINT (-122.35202 47.61663)
Medium Risk,Belltown,2933 2nd Ave,Seattle,WA,98121,1925,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.35276 47.61824)
Medium Risk,Belltown,2221 3rd Ave,Seattle,WA,98121,1914,1,Permitted Retrofit,Commercial,11-100,Permit Drawing Review,POINT (-122.34424 47.61437)
Medium Risk,Belltown,2137 2nd Ave,Seattle,WA,98121,1927,2,No visible retrofit,Commercial/Office,11-100,Permit Drawing Review,POINT (-122.34418 47.61313)
Medium Risk,Belltown,3016 1st Ave,Seattle,WA,98121,1910,4,Permitted Retrofit,Residential,11-100,Permit Drawing Review,POINT (-122.35448 47.61808)
Medium Risk,Belltown,2515 Western Ave,Seattle,WA,98121,1917,2,No visible retrofit,Other Mixed Uses,101+,Sandborn Insurance Maps,POINT (-122.34997 47.61426)
Medium Risk,Belltown,1921 2nd Ave,Seattle,WA,98101,1917,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.34149 47.61138)
Medium Risk,Belltown,1924 1st Ave,Seattle,WA,98101,1909,5,Visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.34218 47.61082)
Medium Risk,Broadview/Bitter Lake,12431 Greenwood Ave N,Seattle,WA,98133,1929,1,No visible retrofit,Commercial,11-100,Google Street View,POINT (-122.35559 47.71946)
Critical Risk,Broadview/Bitter Lake,415 N 117th St,Seattle,WA,98133,1938,2,Permitted Retrofit,Schools,101+,Permit Drawing Review,POINT (-122.35336 47.71415)
Medium Risk,Capitol Hill,105 Harvard Ave E,Seattle,WA,98102,1928,5,No visible retrofit,Residential,101+,Google Street View,POINT (-122.32221 47.61892)
Medium Risk,Capitol Hill,115 Belmont Ave E,Seattle,WA,98102,1926,1,No visible retrofit,Commercial,101+,Photos from Previous Surveys,POINT (-122.32434 47.61916)
Medium Risk,Capitol Hill,135 Harvard Ave E,Seattle,WA,98102,1927,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32219 47.61971)
Medium Risk,Capitol Hill,212 11th Ave E,Seattle,WA,98102,1929,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31822 47.62042)
Medium Risk,Capitol Hill,214 Summit Ave E,Seattle,WA,98102,1917,4,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.32527 47.62016)
Medium Risk,Capitol Hill,215 13th Ave E,Seattle,WA,98102,1909,3,No visible retrofit,Residential,11-100,Field Visit,POINT (-122.31563 47.62046)
Medium Risk,Capitol Hill,221 Belmont Ave E,Seattle,WA,98102,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32465 47.62038)
Medium Risk,Capitol Hill,222 Summit Ave E,Seattle,WA,98102,1927,4,No visible retrofit,Residential,11-100,Sandborn Insurance Maps,POINT (-122.32527 47.62034)
Medium Risk,Capitol Hill,300 E Pike St,Seattle,WA,98122,1910,2,No visible retrofit,Commercial/Office,101+,Google Street View,POINT (-122.32748 47.61403)
Medium Risk,Capitol Hill,303 Harvard Ave E,Seattle,WA,98102,1949,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32214 47.6212)
Medium Risk,Capitol Hill,305 Bellevue Ave E,Seattle,WA,98102,1908,5,Visible retrofit,Residential,101+,Google Street View,POINT (-122.32656 47.62101)
High Risk,Capitol Hill,309 E Harrison St,Seattle,WA,98102,1928,6,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32756 47.62197)
Medium Risk,Capitol Hill,315 12th Ave E,Seattle,WA,98102,1928,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.31678 47.62165)
Medium Risk,Capitol Hill,315 Summit Ave E,Seattle,WA,98102,1930,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32531 47.62133)
Medium Risk,Capitol Hill,321 Broadway E,Seattle,WA,98102,1910,4,No visible retrofit,Commercial/Residential,11-100,Field Visit,POINT (-122.32122 47.62151)
Medium Risk,Capitol Hill,325 Harvard Ave E,Seattle,WA,98102,1928,5,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32203 47.62182)
Medium Risk,Capitol Hill,325 Summit Ave E,Seattle,WA,98102,1929,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32533 47.62167)
Medium Risk,Capitol Hill,333 Summit Ave E,Seattle,WA,98102,1929,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32533 47.62181)
Medium Risk,Capitol Hill,400 Boylston Ave E,Seattle,WA,98102,1931,4,No visible retrofit,Residential,11-100,Photos from Previous Surveys,POINT (-122.32307 47.62212)
Critical Risk,Capitol Hill,400 E Pine St,Seattle,WA,98122,1917,3,Visible retrofit,Schools,101+,Field Visit,POINT (-122.32658 47.61518)
Medium Risk,Capitol Hill,401 E Pine St,Seattle,WA,98122,1910,2,Substantial Alteration,Commercial,11-100,Google Street View,POINT (-122.32649 47.61518)
Medium Risk,Capitol Hill,405 E Olive St,Seattle,WA,98122,1923,4,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.3266 47.61631)
Medium Risk,Capitol Hill,417 E Union St,Seattle,WA,98122,1930,3,No visible retrofit,Residential,11-100,Google Street View,POINT (-122.32591 47.61297)
Medium Risk,Capitol Hill,421 E Pike St,Seattle,WA,98122,1920,2,Permitted Retrofit,Commercial,11-100,Google Street View,POINT (-122.32576 47.61408)
High Risk,Capitol Hill,500 Broadway E,Seattle,WA,98102,1906,1,Permitted Retrofit,Public Assembly,101+,Permit Drawing Review,POINT (-122.32095 47.62337)
